"address_id","address","address2","district","city_id","postal_code","phone","city_city","city_country_id","country_country"
"593","1402 Zanzibar Boulevard","","Guanajuato","106","71102","387448063440","Celaya","60","Mexico"
"594","1464 Kursk Parkway","","Shandong","574","17381","338758048786","Weifang","23","China"
"595","1074 Sanaa Parkway","","Loja","311","22474","154124128457","Loja","28","Ecuador"
"596","1759 Niznekamsk Avenue","","al-Manama","14","39414","864392582257","al-Manama","11","Bahrain"
"597","32 Liaocheng Way","","Minas Gerais","248","1944","410877354933","Juiz de Fora","15","Brazil"
"598","42 Fontana Avenue","","Fejr","512","14684","437829801725","Székesfehérvár","43","Hungary"
"599","1895 Zhezqazghan Drive","","California","177","36693","137809746111","Garden Grove","103","United States"
"600","1837 Kaduna Parkway","","Inner Mongolia","241","82580","640843562301","Jining","23","China"
"601","844 Bucuresti Place","","Liaoning","242","36603","935952366111","Jinzhou","23","China"
"602","1101 Bucuresti Boulevard","","West Greece","401","97661","199514580428","Patras","39","Greece"
"603","1103 Quilmes Boulevard","","Piura","503","52137","644021380889","Sullana","74","Peru"
"604","1331 Usak Boulevard","","Vaud","296","61960","145308717464","Lausanne","91","Switzerland"
"605","1325 Fukuyama Street","","Heilongjiang","537","27107","288241215394","Tieli","23","China"
